league,season,date,team1,team2,team1_sets,team2_sets,final_score,sets_played,match_winner,set1_winner,set1_loser,comeback_win
Italian Men SuperLega,2023-2024,24/1/2024 ,Mint Vero Volley Monza,Rana Verona,2,3,2-3,5,Rana Verona,Mint Vero Volley Monza,Rana Verona,TRUE
Italian Men SuperLega,2023-2024,24/1/2024 ,Cisterna Volley,Gas Sales Bluenergy Piacenza,3,1,3-1,4,Cisterna Volley,Gas Sales Bluenergy Piacenza,Cisterna Volley,TRUE
Italian Men SuperLega,2023-2024,24/1/2024 ,Itas Trentino,Allianz Milano,3,0,3-0,3,Itas Trentino,Itas Trentino,Allianz Milano,FALSE
Italian Men SuperLega,2023-2024,24/1/2024 ,Sir Susa Vim Perugia,Gioiella Prisma Taranto,3,0,3-0,3,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Gioiella Prisma Taranto,FALSE
Italian Men SuperLega,2023-2024,4/2/2024 ,Gas Sales Bluenergy Piacenza,Sir Susa Vim Perugia,3,1,3-1,4,Gas Sales Bluenergy Piacenza,Sir Susa Vim Perugia,Gas Sales Bluenergy Piacenza,TRUE
Italian Men SuperLega,2023-2024,3/2/2024 ,Mint Vero Volley Monza,Itas Trentino,0,3,0-3,3,Itas Trentino,Itas Trentino,Mint Vero Volley Monza,FALSE
Italian Men SuperLega,2023-2024,4/2/2024 ,Cucine Lube Civitanova,Valsa Group Modena,3,0,3-0,3,Cucine Lube Civitanova,Cucine Lube Civitanova,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,4/2/2024 ,Gioiella Prisma Taranto,Cisterna Volley,1,3,1-3,4,Cisterna Volley,Gioiella Prisma Taranto,Cisterna Volley,TRUE
Italian Men SuperLega,2023-2024,3/2/2024 ,Rana Verona,Pallavolo Padova,3,0,3-0,3,Rana Verona,Rana Verona,Pallavolo Padova,FALSE
Italian Men SuperLega,2023-2024,3/2/2024 ,Allianz Milano,Farmitalia Catania,3,0,3-0,3,Allianz Milano,Allianz Milano,Farmitalia Catania,FALSE
Italian Men SuperLega,2023-2024,10/2/2024 ,Farmitalia Catania,Itas Trentino,0,3,0-3,3,Itas Trentino,Itas Trentino,Farmitalia Catania,FALSE
Italian Men SuperLega,2023-2024,11/2/2024 ,Gioiella Prisma Taranto,Cucine Lube Civitanova,1,3,1-3,4,Cucine Lube Civitanova,Gioiella Prisma Taranto,Cucine Lube Civitanova,TRUE
Italian Men SuperLega,2023-2024,11/2/2024 ,Sir Susa Vim Perugia,Rana Verona,2,3,2-3,5,Rana Verona,Rana Verona,Sir Susa Vim Perugia,FALSE
Italian Men SuperLega,2023-2024,10/2/2024 ,Gas Sales Bluenergy Piacenza,Mint Vero Volley Monza,2,3,2-3,5,Mint Vero Volley Monza,Mint Vero Volley Monza,Gas Sales Bluenergy Piacenza,FALSE
Italian Men SuperLega,2023-2024,11/2/2024 ,Pallavolo Padova,Allianz Milano,3,2,3-2,5,Pallavolo Padova,Pallavolo Padova,Allianz Milano,FALSE
Italian Men SuperLega,2023-2024,11/2/2024 ,Valsa Group Modena,Cisterna Volley,3,0,3-0,3,Valsa Group Modena,Valsa Group Modena,Cisterna Volley,FALSE
Italian Men SuperLega,2023-2024,14/2/2024 ,Cisterna Volley,Sir Susa Vim Perugia,1,3,1-3,4,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Cisterna Volley,FALSE
Italian Men SuperLega,2023-2024,14/2/2024 ,Itas Trentino,Cucine Lube Civitanova,3,1,3-1,4,Itas Trentino,Itas Trentino,Cucine Lube Civitanova,FALSE
Italian Men SuperLega,2023-2024,14/2/2024 ,Rana Verona,Gas Sales Bluenergy Piacenza,3,1,3-1,4,Rana Verona,Rana Verona,Gas Sales Bluenergy Piacenza,FALSE
Italian Men SuperLega,2023-2024,14/2/2024 ,Allianz Milano,Mint Vero Volley Monza,1,3,1-3,4,Mint Vero Volley Monza,Mint Vero Volley Monza,Allianz Milano,FALSE
Italian Men SuperLega,2023-2024,14/2/2024 ,Farmitalia Catania,Pallavolo Padova,2,3,2-3,5,Pallavolo Padova,Pallavolo Padova,Farmitalia Catania,FALSE
Italian Men SuperLega,2023-2024,14/2/2024 ,Valsa Group Modena,Gioiella Prisma Taranto,3,2,3-2,5,Valsa Group Modena,Gioiella Prisma Taranto,Valsa Group Modena,TRUE
Italian Men SuperLega,2023-2024,18/2/2024 ,Pallavolo Padova,Sir Susa Vim Perugia,0,3,0-3,3,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Pallavolo Padova,FALSE
Italian Men SuperLega,2023-2024,18/2/2024 ,Itas Trentino,Valsa Group Modena,3,0,3-0,3,Itas Trentino,Itas Trentino,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,18/2/2024 ,Allianz Milano,Rana Verona,3,0,3-0,3,Allianz Milano,Allianz Milano,Rana Verona,FALSE
Italian Men SuperLega,2023-2024,18/2/2024 ,Cucine Lube Civitanova,Cisterna Volley,3,2,3-2,5,Cucine Lube Civitanova,Cisterna Volley,Cucine Lube Civitanova,TRUE
Italian Men SuperLega,2023-2024,17/2/2024 ,Gas Sales Bluenergy Piacenza,Gioiella Prisma Taranto,2,3,2-3,5,Gioiella Prisma Taranto,Gioiella Prisma Taranto,Gas Sales Bluenergy Piacenza,FALSE
Italian Men SuperLega,2023-2024,17/2/2024 ,Mint Vero Volley Monza,Farmitalia Catania,3,0,3-0,3,Mint Vero Volley Monza,Mint Vero Volley Monza,Farmitalia Catania,FALSE
Italian Men SuperLega,2023-2024,25/2/2024 ,Sir Susa Vim Perugia,Itas Trentino,3,1,3-1,4,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Itas Trentino,FALSE
Italian Men SuperLega,2023-2024,25/2/2024 ,Cisterna Volley,Rana Verona,0,3,0-3,3,Rana Verona,Rana Verona,Cisterna Volley,FALSE
Italian Men SuperLega,2023-2024,25/2/2024 ,Cucine Lube Civitanova,Gas Sales Bluenergy Piacenza,0,3,0-3,3,Gas Sales Bluenergy Piacenza,Gas Sales Bluenergy Piacenza,Cucine Lube Civitanova,FALSE
Italian Men SuperLega,2023-2024,24/2/2024 ,Pallavolo Padova,Mint Vero Volley Monza,1,3,1-3,4,Mint Vero Volley Monza,Mint Vero Volley Monza,Pallavolo Padova,FALSE
Italian Men SuperLega,2023-2024,25/2/2024 ,Gioiella Prisma Taranto,Allianz Milano,1,3,1-3,4,Allianz Milano,Gioiella Prisma Taranto,Allianz Milano,TRUE
Italian Men SuperLega,2023-2024,25/2/2024 ,Valsa Group Modena,Farmitalia Catania,3,1,3-1,4,Valsa Group Modena,Farmitalia Catania,Valsa Group Modena,TRUE
Italian Men SuperLega,2023-2024,3/3/2024 ,Allianz Milano,Sir Susa Vim Perugia,3,2,3-2,5,Allianz Milano,Allianz Milano,Sir Susa Vim Perugia,FALSE
Italian Men SuperLega,2023-2024,3/3/2024 ,Gas Sales Bluenergy Piacenza,Valsa Group Modena,3,1,3-1,4,Gas Sales Bluenergy Piacenza,Gas Sales Bluenergy Piacenza,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,3/3/2024 ,Rana Verona,Cucine Lube Civitanova,0,3,0-3,3,Cucine Lube Civitanova,Cucine Lube Civitanova,Rana Verona,FALSE
Italian Men SuperLega,2023-2024,3/3/2024 ,Mint Vero Volley Monza,Cisterna Volley,3,0,3-0,3,Mint Vero Volley Monza,Mint Vero Volley Monza,Cisterna Volley,FALSE
Italian Men SuperLega,2023-2024,3/3/2024 ,Itas Trentino,Pallavolo Padova,1,3,1-3,4,Pallavolo Padova,Pallavolo Padova,Itas Trentino,FALSE
Italian Men SuperLega,2023-2024,3/3/2024 ,Farmitalia Catania,Gioiella Prisma Taranto,3,1,3-1,4,Farmitalia Catania,Farmitalia Catania,Gioiella Prisma Taranto,FALSE
Italian Men SuperLega,2023-2024,17/4/2024 ,Itas Trentino,Allianz Milano,3,2,3-2,5,Itas Trentino,Allianz Milano,Itas Trentino,TRUE
Italian Men SuperLega,2023-2024,20/4/2024 ,Allianz Milano,Itas Trentino,3,2,3-2,5,Allianz Milano,Allianz Milano,Itas Trentino,FALSE
Italian Men SuperLega,2023-2024,24/4/2024 ,Itas Trentino,Allianz Milano,0,3,0-3,3,Allianz Milano,Allianz Milano,Itas Trentino,FALSE
Italian Men SuperLega,2023-2024,27/4/2024 ,Allianz Milano,Itas Trentino,3,1,3-1,4,Allianz Milano,Allianz Milano,Itas Trentino,FALSE
Italian Men SuperLega,2023-2024,6/3/2024 ,Itas Trentino,Valsa Group Modena,3,0,3-0,3,Itas Trentino,Itas Trentino,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,6/3/2024 ,Cucine Lube Civitanova,Mint Vero Volley Monza,1,3,1-3,4,Mint Vero Volley Monza,Mint Vero Volley Monza,Cucine Lube Civitanova,FALSE
Italian Men SuperLega,2023-2024,6/3/2024 ,Sir Susa Vim Perugia,Rana Verona,3,1,3-1,4,Sir Susa Vim Perugia,Rana Verona,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,6/3/2024 ,Gas Sales Bluenergy Piacenza,Allianz Milano,2,3,2-3,5,Allianz Milano,Gas Sales Bluenergy Piacenza,Allianz Milano,TRUE
Italian Men SuperLega,2023-2024,10/3/2024 ,Valsa Group Modena,Itas Trentino,2,3,2-3,5,Itas Trentino,Itas Trentino,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,10/3/2024 ,Mint Vero Volley Monza,Cucine Lube Civitanova,3,1,3-1,4,Mint Vero Volley Monza,Cucine Lube Civitanova,Mint Vero Volley Monza,TRUE
Italian Men SuperLega,2023-2024,10/3/2024 ,Rana Verona,Sir Susa Vim Perugia,1,3,1-3,4,Sir Susa Vim Perugia,Rana Verona,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,10/3/2024 ,Allianz Milano,Gas Sales Bluenergy Piacenza,1,3,1-3,4,Gas Sales Bluenergy Piacenza,Allianz Milano,Gas Sales Bluenergy Piacenza,TRUE
Italian Men SuperLega,2023-2024,17/3/2024 ,Itas Trentino,Valsa Group Modena,3,0,3-0,3,Itas Trentino,Itas Trentino,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,17/3/2024 ,Cucine Lube Civitanova,Mint Vero Volley Monza,3,2,3-2,5,Cucine Lube Civitanova,Mint Vero Volley Monza,Cucine Lube Civitanova,TRUE
Italian Men SuperLega,2023-2024,17/3/2024 ,Sir Susa Vim Perugia,Rana Verona,3,2,3-2,5,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Rana Verona,FALSE
Italian Men SuperLega,2023-2024,16/3/2024 ,Gas Sales Bluenergy Piacenza,Allianz Milano,3,2,3-2,5,Gas Sales Bluenergy Piacenza,Gas Sales Bluenergy Piacenza,Allianz Milano,FALSE
Italian Men SuperLega,2023-2024,24/3/2024 ,Mint Vero Volley Monza,Cucine Lube Civitanova,2,3,2-3,5,Cucine Lube Civitanova,Cucine Lube Civitanova,Mint Vero Volley Monza,FALSE
Italian Men SuperLega,2023-2024,24/3/2024 ,Allianz Milano,Gas Sales Bluenergy Piacenza,3,2,3-2,5,Allianz Milano,Gas Sales Bluenergy Piacenza,Allianz Milano,TRUE
Italian Men SuperLega,2023-2024,27/3/2024 ,Cucine Lube Civitanova,Mint Vero Volley Monza,1,3,1-3,4,Mint Vero Volley Monza,Mint Vero Volley Monza,Cucine Lube Civitanova,FALSE
Italian Men SuperLega,2023-2024,27/3/2024 ,Gas Sales Bluenergy Piacenza,Allianz Milano,0,3,0-3,3,Allianz Milano,Allianz Milano,Gas Sales Bluenergy Piacenza,FALSE
Italian Men SuperLega,2023-2024,31/3/2024 ,Itas Trentino,Mint Vero Volley Monza,3,0,3-0,3,Itas Trentino,Itas Trentino,Mint Vero Volley Monza,FALSE
Italian Men SuperLega,2023-2024,31/3/2024 ,Sir Susa Vim Perugia,Allianz Milano,3,1,3-1,4,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Allianz Milano,FALSE
Italian Men SuperLega,2023-2024,3/4/2024 ,Mint Vero Volley Monza,Itas Trentino,1,3,1-3,4,Itas Trentino,Itas Trentino,Mint Vero Volley Monza,FALSE
Italian Men SuperLega,2023-2024,3/4/2024 ,Allianz Milano,Sir Susa Vim Perugia,3,2,3-2,5,Allianz Milano,Sir Susa Vim Perugia,Allianz Milano,TRUE
Italian Men SuperLega,2023-2024,7/4/2024 ,Itas Trentino,Mint Vero Volley Monza,2,3,2-3,5,Mint Vero Volley Monza,Itas Trentino,Mint Vero Volley Monza,TRUE
Italian Men SuperLega,2023-2024,7/4/2024 ,Sir Susa Vim Perugia,Allianz Milano,3,1,3-1,4,Sir Susa Vim Perugia,Allianz Milano,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,11/4/2024 ,Mint Vero Volley Monza,Itas Trentino,3,1,3-1,4,Mint Vero Volley Monza,Itas Trentino,Mint Vero Volley Monza,TRUE
Italian Men SuperLega,2023-2024,11/4/2024 ,Allianz Milano,Sir Susa Vim Perugia,1,3,1-3,4,Sir Susa Vim Perugia,Allianz Milano,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,14/4/2024 ,Itas Trentino,Mint Vero Volley Monza,2,3,2-3,5,Mint Vero Volley Monza,Mint Vero Volley Monza,Itas Trentino,FALSE
Italian Men SuperLega,2023-2024,18/4/2024 ,Sir Susa Vim Perugia,Mint Vero Volley Monza,3,1,3-1,4,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Mint Vero Volley Monza,FALSE
Italian Men SuperLega,2023-2024,21/4/2024 ,Mint Vero Volley Monza,Sir Susa Vim Perugia,3,2,3-2,5,Mint Vero Volley Monza,Mint Vero Volley Monza,Sir Susa Vim Perugia,FALSE
Italian Men SuperLega,2023-2024,25/4/2024 ,Sir Susa Vim Perugia,Mint Vero Volley Monza,3,1,3-1,4,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Mint Vero Volley Monza,FALSE
Italian Men SuperLega,2023-2024,28/4/2024 ,Mint Vero Volley Monza,Sir Susa Vim Perugia,1,3,1-3,4,Sir Susa Vim Perugia,Mint Vero Volley Monza,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,22/4/2024 ,Rana Verona,Valsa Group Modena,3,1,3-1,4,Rana Verona,Rana Verona,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,22/4/2024 ,Gas Sales Bluenergy Piacenza,Cucine Lube Civitanova,2,3,2-3,5,Cucine Lube Civitanova,Cucine Lube Civitanova,Gas Sales Bluenergy Piacenza,FALSE
Italian Men SuperLega,2023-2024,27/4/2024 ,Rana Verona,Cucine Lube Civitanova,1,3,1-3,4,Cucine Lube Civitanova,Rana Verona,Cucine Lube Civitanova,TRUE
Italian Men SuperLega,2023-2024,17/4/2024 ,Rana Verona,Cisterna Volley,3,0,3-0,3,Rana Verona,Rana Verona,Cisterna Volley,FALSE
Italian Men SuperLega,2023-2024,17/4/2024 ,Gas Sales Bluenergy Piacenza,Cucine Lube Civitanova,1,3,1-3,4,Cucine Lube Civitanova,Cucine Lube Civitanova,Gas Sales Bluenergy Piacenza,FALSE
Italian Men SuperLega,2023-2024,17/4/2024 ,Valsa Group Modena,Pallavolo Padova,3,1,3-1,4,Valsa Group Modena,Valsa Group Modena,Pallavolo Padova,FALSE
Italian Men SuperLega,2023-2024,3/4/2024 ,Cisterna Volley,Gas Sales Bluenergy Piacenza,1,3,1-3,4,Gas Sales Bluenergy Piacenza,Gas Sales Bluenergy Piacenza,Cisterna Volley,FALSE
Italian Men SuperLega,2023-2024,4/4/2024 ,Cucine Lube Civitanova,Valsa Group Modena,3,1,3-1,4,Cucine Lube Civitanova,Cucine Lube Civitanova,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,3/4/2024 ,Rana Verona,Pallavolo Padova,3,1,3-1,4,Rana Verona,Rana Verona,Pallavolo Padova,FALSE
Italian Men SuperLega,2023-2024,7/4/2024 ,Valsa Group Modena,Cisterna Volley,3,2,3-2,5,Valsa Group Modena,Cisterna Volley,Valsa Group Modena,TRUE
Italian Men SuperLega,2023-2024,7/4/2024 ,Gas Sales Bluenergy Piacenza,Rana Verona,3,2,3-2,5,Gas Sales Bluenergy Piacenza,Gas Sales Bluenergy Piacenza,Rana Verona,FALSE
Italian Men SuperLega,2023-2024,7/4/2024 ,Pallavolo Padova,Cucine Lube Civitanova,3,0,3-0,3,Pallavolo Padova,Pallavolo Padova,Cucine Lube Civitanova,FALSE
Italian Men SuperLega,2023-2024,10/4/2024 ,Cisterna Volley,Pallavolo Padova,3,1,3-1,4,Cisterna Volley,Pallavolo Padova,Cisterna Volley,TRUE
Italian Men SuperLega,2023-2024,10/4/2024 ,Cucine Lube Civitanova,Rana Verona,0,3,0-3,3,Rana Verona,Rana Verona,Cucine Lube Civitanova,FALSE
Italian Men SuperLega,2023-2024,10/4/2024 ,Gas Sales Bluenergy Piacenza,Valsa Group Modena,3,1,3-1,4,Gas Sales Bluenergy Piacenza,Gas Sales Bluenergy Piacenza,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,13/4/2024 ,Rana Verona,Valsa Group Modena,3,0,3-0,3,Rana Verona,Rana Verona,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,14/4/2024 ,Pallavolo Padova,Gas Sales Bluenergy Piacenza,0,3,0-3,3,Gas Sales Bluenergy Piacenza,Gas Sales Bluenergy Piacenza,Pallavolo Padova,FALSE
Italian Men SuperLega,2023-2024,14/4/2024 ,Cucine Lube Civitanova,Cisterna Volley,3,0,3-0,3,Cucine Lube Civitanova,Cucine Lube Civitanova,Cisterna Volley,FALSE
Italian Men SuperLega,2023-2024,3/1/2024 ,Itas Trentino,Rana Verona,3,0,3-0,3,Itas Trentino,Itas Trentino,Rana Verona,FALSE
Italian Men SuperLega,2023-2024,3/1/2024 ,Mint Vero Volley Monza,Cucine Lube Civitanova,3,1,3-1,4,Mint Vero Volley Monza,Cucine Lube Civitanova,Mint Vero Volley Monza,TRUE
Italian Men SuperLega,2023-2024,4/1/2024 ,Sir Susa Vim Perugia,Valsa Group Modena,3,0,3-0,3,Sir Susa Vim Perugia,Sir Susa Vim Perugia,Valsa Group Modena,FALSE
Italian Men SuperLega,2023-2024,3/1/2024 ,Gas Sales Bluenergy Piacenza,Allianz Milano,2,3,2-3,5,Allianz Milano,Allianz Milano,Gas Sales Bluenergy Piacenza,FALSE
Italian Men SuperLega,2023-2024,27/1/2024 ,Itas Trentino,Mint Vero Volley Monza,2,3,2-3,5,Mint Vero Volley Monza,Itas Trentino,Mint Vero Volley Monza,TRUE
Italian Men SuperLega,2023-2024,27/1/2024 ,Sir Susa Vim Perugia,Allianz Milano,3,2,3-2,5,Sir Susa Vim Perugia,Allianz Milano,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,28/1/2024 ,Sir Susa Vim Perugia,Mint Vero Volley Monza,3,1,3-1,4,Sir Susa Vim Perugia,Mint Vero Volley Monza,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,1/11/2023 ,Cucine Lube Civitanova,Sir Susa Vim Perugia,2,3,2-3,5,Sir Susa Vim Perugia,Cucine Lube Civitanova,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,31/10/2023 ,Itas Trentino,Sir Susa Vim Perugia,1,3,1-3,4,Sir Susa Vim Perugia,Itas Trentino,Sir Susa Vim Perugia,TRUE
Italian Men SuperLega,2023-2024,31/10/2023 ,Gas Sales Bluenergy Piacenza,Cucine Lube Civitanova,0,3,0-3,3,Cucine Lube Civitanova,Cucine Lube Civitanova,Gas Sales Bluenergy Piacenza,FALSE
Italian Men A2,2023-2024,15/10/2023 ,Pool Libertas Cantù,WOW Green House Aversa,1,3,1-3,4,WOW Green House Aversa,Pool Libertas Cantù,WOW Green House Aversa,TRUE
Italian Men A2,2023-2024,15/10/2023 ,Kemas Lamipel Santa Croce,Abba Pineto,1,3,1-3,4,Abba Pineto,Kemas Lamipel Santa Croce,Abba Pineto,TRUE
Italian Men A2,2023-2024,14/10/2023 ,Tinet Prata di Pordenone,Conad Reggio Emilia,3,2,3-2,5,Tinet Prata di Pordenone,Tinet Prata di Pordenone,Conad Reggio Emilia,FALSE
Italian Men A2,2023-2024,15/11/2023 ,Consar Ravenna,Delta Group Porto Viro,0,3,0-3,3,Delta Group Porto Viro,Delta Group Porto Viro,Consar Ravenna,FALSE
Italian Men A2,2023-2024,15/10/2023 ,Consoli Sferc Brescia,BCC Tecbus Castellana Grotte,3,1,3-1,4,Consoli Sferc Brescia,Consoli Sferc Brescia,BCC Tecbus Castellana Grotte,FALSE
Italian Men A2,2023-2024,15/10/2023 ,Yuasa Battery Grottazzolina,Puliservice Acqua S.Bernardo Cuneo,3,1,3-1,4,Yuasa Battery Grottazzolina,Yuasa Battery Grottazzolina,Puliservice Acqua S.Bernardo Cuneo,FALSE
Italian Men A2,2023-2024,15/10/2023 ,Sieco Service Ortona,Emma Villas Siena,0,3,0-3,3,Emma Villas Siena,Emma Villas Siena,Sieco Service Ortona,FALSE
Italian Men A2,2023-2024,22/10/2023 ,Emma Villas Siena,Tinet Prata di Pordenone,2,3,2-3,5,Tinet Prata di Pordenone,Tinet Prata di Pordenone,Emma Villas Siena,FALSE
Italian Men A2,2023-2024,22/10/2023 ,Delta Group Porto Viro,Sieco Service Ortona,3,2,3-2,5,Delta Group Porto Viro,Delta Group Porto Viro,Sieco Service Ortona,FALSE
Italian Men A2,2023-2024,22/10/2023 ,BCC Tecbus Castellana Grotte,Pool Libertas Cantù,0,3,0-3,3,Pool Libertas Cantù,Pool Libertas Cantù,BCC Tecbus Castellana Grotte,FALSE
Italian Men A2,2023-2024,22/10/2023 ,Puliservice Acqua S.Bernardo Cuneo,Consar Ravenna,3,0,3-0,3,Puliservice Acqua S.Bernardo Cuneo,Puliservice Acqua S.Bernardo Cuneo,Consar Ravenna,FALSE
Italian Men A2,2023-2024,22/10/2023 ,Conad Reggio Emilia,Yuasa Battery Grottazzolina,2,3,2-3,5,Yuasa Battery Grottazzolina,Yuasa Battery Grottazzolina,Conad Reggio Emilia,FALSE
Italian Men A2,2023-2024,22/10/2023 ,Abba Pineto,Consoli Sferc Brescia,3,2,3-2,5,Abba Pineto,Consoli Sferc Brescia,Abba Pineto,TRUE
Italian Men A2,2023-2024,22/10/2023 ,WOW Green House Aversa,Kemas Lamipel Santa Croce,3,0,3-0,3,WOW Green House Aversa,WOW Green House Aversa,Kemas Lamipel Santa Croce,FALSE
Italian Men A2,2023-2024,28/10/2023 ,Emma Villas Siena,Abba Pineto,3,0,3-0,3,Emma Villas Siena,Emma Villas Siena,Abba Pineto,FALSE
Italian Men A2,2023-2024,29/10/2023 ,Delta Group Porto Viro,Consoli Sferc Brescia,2,3,2-3,5,Consoli Sferc Brescia,Delta Group Porto Viro,Consoli Sferc Brescia,TRUE
Italian Men A2,2023-2024,28/10/2023 ,Tinet Prata di Pordenone,Kemas Lamipel Santa Croce,3,0,3-0,3,Tinet Prata di Pordenone,Tinet Prata di Pordenone,Kemas Lamipel Santa Croce,FALSE
Italian Men A2,2023-2024,29/10/2023 ,BCC Tecbus Castellana Grotte,Conad Reggio Emilia,1,3,1-3,4,Conad Reggio Emilia,Conad Reggio Emilia,BCC Tecbus Castellana Grotte,FALSE
Italian Men A2,2023-2024,28/10/2023 ,Consar Ravenna,Pool Libertas Cantù,3,1,3-1,4,Consar Ravenna,Consar Ravenna,Pool Libertas Cantù,FALSE
Italian Men A2,2023-2024,29/10/2023 ,Puliservice Acqua S.Bernardo Cuneo,WOW Green House Aversa,3,0,3-0,3,Puliservice Acqua S.Bernardo Cuneo,Puliservice Acqua S.Bernardo Cuneo,WOW Green House Aversa,FALSE
Italian Men A2,2023-2024,29/10/2023 ,Sieco Service Ortona,Yuasa Battery Grottazzolina,1,3,1-3,4,Yuasa Battery Grottazzolina,Yuasa Battery Grottazzolina,Sieco Service Ortona,FALSE
Italian Men A2,2023-2024,1/11/2023 ,Pool Libertas Cantù,Tinet Prata di Pordenone,1,3,1-3,4,Tinet Prata di Pordenone,Tinet Prata di Pordenone,Pool Libertas Cantù,FALSE
Italian Men A2,2023-2024,1/11/2023 ,Kemas Lamipel Santa Croce,Consar Ravenna,0,3,0-3,3,Consar Ravenna,Consar Ravenna,Kemas Lamipel Santa Croce,FALSE
Italian Men A2,2023-2024,1/11/2023 ,Consoli Sferc Brescia,Puliservice Acqua S.Bernardo Cuneo,3,2,3-2,5,Consoli Sferc Brescia,Consoli Sferc Brescia,Puliservice Acqua S.Bernardo Cuneo,FALSE
Italian Men A2,2023-2024,1/11/2023 ,Yuasa Battery Grottazzolina,Delta Group Porto Viro,3,0,3-0,3,Yuasa Battery Grottazzolina,Yuasa Battery Grottazzolina,Delta Group Porto Viro,FALSE
Italian Men A2,2023-2024,1/11/2023 ,Conad Reggio Emilia,Emma Villas Siena,2,3,2-3,5,Emma Villas Siena,Emma Villas Siena,Conad Reggio Emilia,FALSE
Italian Men A2,2023-2024,1/11/2023 ,Abba Pineto,BCC Tecbus Castellana Grotte,2,3,2-3,5,BCC Tecbus Castellana Grotte,Abba Pineto,BCC Tecbus Castellana Grotte,TRUE
Italian Men A2,2023-2024,1/11/2023 ,WOW Green House Aversa,Sieco Service Ortona,3,2,3-2,5,WOW Green House Aversa,WOW Green House Aversa,Sieco Service Ortona,FALSE
Italian Men A2,2023-2024,5/11/2023 ,Emma Villas Siena,Pool Libertas Cantù,3,1,3-1,4,Emma Villas Siena,Emma Villas Siena,Pool Libertas Cantù,FALSE
Italian Men A2,2023-2024,4/11/2023 ,Tinet Prata di Pordenone,WOW Green House Aversa,3,0,3-0,3,Tinet Prata di Pordenone,Tinet Prata di Pordenone,WOW Green House Aversa,FALSE
Italian Men A2,2023-2024,5/11/2023 ,BCC Tecbus Castellana Grotte,Yuasa Battery Grottazzolina,1,3,1-3,4,Yuasa Battery Grottazzolina,Yuasa Battery Grottazzolina,BCC Tecbus Castellana Grotte,FALSE
Italian Men A2,2023-2024,5/11/2023 ,Consar Ravenna,Consoli Sferc Brescia,0,3,0-3,3,Consoli Sferc Brescia,Consoli Sferc Brescia,Consar Ravenna,FALSE
Italian Men A2,2023-2024,4/11/2023 ,Puliservice Acqua S.Bernardo Cuneo,Abba Pineto,3,1,3-1,4,Puliservice Acqua S.Bernardo Cuneo,Puliservice Acqua S.Bernardo Cuneo,Abba Pineto,FALSE
Italian Men A2,2023-2024,5/11/2023 ,Conad Reggio Emilia,Delta Group Porto Viro,2,3,2-3,5,Delta Group Porto Viro,Conad Reggio Emilia,Delta Group Porto Viro,TRUE
Italian Men A2,2023-2024,5/11/2023 ,Sieco Service Ortona,Kemas Lamipel Santa Croce,1,3,1-3,4,Kemas Lamipel Santa Croce,Kemas Lamipel Santa Croce,Sieco Service Ortona,FALSE
Italian Men A2,2023-2024,12/11/2023 ,Pool Libertas Cantù,Conad Reggio Emilia,2,3,2-3,5,Conad Reggio Emilia,Pool Libertas Cantù,Conad Reggio Emilia,TRUE
Italian Men A2,2023-2024,12/11/2023 ,Delta Group Porto Viro,BCC Tecbus Castellana Grotte,3,1,3-1,4,Delta Group Porto Viro,Delta Group Porto Viro,BCC Tecbus Castellana Grotte,FALSE
Italian Men A2,2023-2024,12/11/2023 ,Kemas Lamipel Santa Croce,Puliservice Acqua S.Bernardo Cuneo,3,2,3-2,5,Kemas Lamipel Santa Croce,Puliservice Acqua S.Bernardo Cuneo,Kemas Lamipel Santa Croce,TRUE
Italian Men A2,2023-2024,12/11/2023 ,Consoli Sferc Brescia,Emma Villas Siena,2,3,2-3,5,Emma Villas Siena,Consoli Sferc Brescia,Emma Villas Siena,TRUE
